run_id;timestamp;monitoring_starttime;operating_system;host_id;machine_name;cpu_usage_percent;cpu_queue_length;load_per_core;memory_usage_percent;secondary_memory_usage_percent;io_wait_percent;disk_usage_percent;disk_latency_ms;process_count;network_available;packet_loss_percent;failure
win_idle;2026-04-03T17:48:28.212Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.97;0;;59.27;2.16;;40.39;0.08;168;1;0.0;0
win_idle;2026-04-03T17:48:33.265Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.97;0;;59.29;2.16;;40.39;0.12;168;1;0.0;0
win_idle;2026-04-03T17:48:38.871Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.1;0;;59.29;2.16;;40.39;0.14;168;1;0.0;0
win_idle;2026-04-03T17:48:44.267Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;14.87;2;;59.25;2.16;;40.39;1.16;169;1;0.0;0
win_idle;2026-04-03T17:48:49.885Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;5.23;0;;59.32;2.16;;40.39;1.21;168;1;0.0;0
win_idle;2026-04-03T17:48:54.945Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.9;0;;59.32;2.16;;40.39;0.44;168;1;0.0;0
win_idle;2026-04-03T17:49:00.466Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.78;0;;59.33;2.16;;40.39;0.24;168;1;0.0;0
win_idle;2026-04-03T17:49:06.009Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.66;0;;59.42;2.16;;40.39;0.2;168;1;0.0;0
win_idle;2026-04-03T17:49:11.586Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.1;0;;59.41;2.16;;40.39;0.26;168;1;0.0;0
win_idle;2026-04-03T17:49:16.693Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.04;0;;59.48;2.16;;40.39;0.22;169;1;0.0;0
win_idle;2026-04-03T17:49:21.744Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.05;0;;59.47;2.16;;40.39;0.22;168;1;0.0;0
win_idle;2026-04-03T17:49:26.797Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.35;0;;59.44;2.16;;40.39;0.16;169;1;0.0;0
win_idle;2026-04-03T17:49:31.851Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.18;0;;59.44;2.16;;40.39;0.3;168;1;0.0;0
win_idle;2026-04-03T17:49:36.922Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.47;0;;59.21;2.16;;40.39;0.24;168;1;0.0;0
win_idle;2026-04-03T17:49:42.015Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;1.92;0;;59.45;2.16;;40.39;3.27;168;1;0.0;0
win_idle;2026-04-03T17:49:47.346Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;22.64;64;;59.72;2.0;;40.39;1.98;177;1;0.0;0
win_idle;2026-04-03T17:49:52.405Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;22.26;0;;60.17;2.0;;40.39;2.02;176;1;0.0;0
win_idle;2026-04-03T17:49:57.819Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;7.13;0;;59.85;2.0;;40.39;0.3;175;1;0.0;0
win_idle;2026-04-03T17:50:02.866Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;5.56;0;;60.14;2.0;;40.39;0.11;175;1;0.0;0
win_idle;2026-04-03T17:50:07.909Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;6.12;0;;60.15;2.0;;40.39;6.19;175;1;0.0;0
win_idle;2026-04-03T17:50:12.958Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;8.28;0;;59.89;1.87;;40.39;7.25;174;1;0.0;0
win_idle;2026-04-03T17:50:18.002Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.81;0;;59.86;1.87;;40.39;2.44;173;1;0.0;0
win_idle;2026-04-03T17:50:23.053Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.87;0;;59.77;1.87;;40.39;0.26;174;1;0.0;0
win_idle;2026-04-03T17:50:28.098Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.27;0;;59.77;1.87;;40.39;0.41;173;1;0.0;0
win_idle;2026-04-03T17:50:33.158Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.24;0;;59.61;1.87;;40.39;0.22;173;1;0.0;0
win_idle;2026-04-03T17:50:38.196Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;1.81;0;;59.72;1.87;;40.39;0.22;172;1;0.0;0
win_idle;2026-04-03T17:50:43.241Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.41;0;;59.53;1.87;;40.39;0.16;171;1;0.0;0
win_idle;2026-04-03T17:50:48.486Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.25;0;;59.65;1.87;;40.39;2.29;170;1;0.0;0
win_idle;2026-04-03T17:50:53.789Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;10.68;0;;59.52;1.87;;40.39;1.56;170;1;0.0;0
win_idle;2026-04-03T17:50:58.838Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;6.34;0;;59.62;1.87;;40.39;0.75;170;1;0.0;0
win_idle;2026-04-03T17:51:03.887Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.51;0;;59.65;1.87;;40.39;0.1;170;1;0.0;0
win_idle;2026-04-03T17:51:08.947Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.16;0;;59.57;1.87;;40.39;0.3;171;1;0.0;0
win_idle;2026-04-03T17:51:14.138Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.42;0;;59.38;1.87;;40.39;0.22;168;1;0.0;0
win_idle;2026-04-03T17:51:19.195Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.45;0;;59.17;1.87;;40.39;1.93;168;1;0.0;0
win_idle;2026-04-03T17:51:24.257Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.7;0;;59.27;1.87;;40.39;0.28;168;1;0.0;0
win_idle;2026-04-03T17:51:29.292Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;4.43;0;;59.01;1.87;;40.39;0.17;168;1;0.0;0
win_idle;2026-04-03T17:51:34.352Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.24;0;;59.28;1.87;;40.39;0.18;168;1;0.0;0
win_idle;2026-04-03T17:51:39.398Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.79;0;;59.21;1.87;;40.39;0.24;168;1;0.0;0
win_idle;2026-04-03T17:51:44.447Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.01;0;;59.2;1.87;;40.39;0.2;168;1;0.0;0
win_idle;2026-04-03T17:51:49.641Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;3.47;0;;59.18;1.87;;40.39;0.2;168;1;0.0;0
win_idle;2026-04-03T17:51:54.842Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.56;0;;59.27;1.87;;40.39;1.54;169;1;0.0;0
win_idle;2026-04-03T17:51:59.910Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;13.0;0;;59.15;1.87;;40.39;1.5;168;1;0.0;0
win_idle;2026-04-03T17:52:04.964Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;7.49;0;;59.07;1.87;;40.39;0.23;168;1;0.0;0
win_idle;2026-04-03T17:52:10.010Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;2.18;0;;59.17;1.87;;40.39;0.42;168;1;0.0;0
win_idle;2026-04-03T17:52:15.055Z;2026-04-03T17:48:22.396Z;Windows_11_x64;host_02;windows_host_01;5.34;0;;58.7;1.87;;40.39;1.92;168;1;0.0;0
