run_id;timestamp;monitoring_starttime;operating_system;host_id;machine_name;cpu_usage_percent;cpu_queue_length;load_per_core;memory_usage_percent;secondary_memory_usage_percent;io_wait_percent;disk_usage_percent;disk_latency_ms;process_count;network_available;packet_loss_percent;failure
linux_idle;2026-04-05T21:49:54.488Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.45;;0.02;30.14;0;0.0;36.41;0.0;235;1;0.0;0
linux_idle;2026-04-05T21:49:59.500Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.8;;0.02;30.25;0;0.0;36.41;0.0;235;1;0.0;0
linux_idle;2026-04-05T21:50:04.523Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;2.2;;0.02;30.1;0;0.0;36.41;0.0;236;1;0.0;0
linux_idle;2026-04-05T21:50:09.531Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.25;;0.02;30.12;0;0.0;36.41;0.0;236;1;0.0;0
linux_idle;2026-04-05T21:50:14.537Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.3;;0.01;30.13;0;0.0;36.41;0.0;236;1;0.0;0
linux_idle;2026-04-05T21:50:19.543Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.3;;0.01;30.16;0;0.05;36.41;0.0;236;1;0.0;0
linux_idle;2026-04-05T21:50:24.558Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.2;;0.01;30.17;0;0.0;36.41;0.0;235;1;0.0;0
linux_idle;2026-04-05T21:50:29.576Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.15;;0.01;30.17;0;0.0;36.41;0.0;235;1;0.0;0
linux_idle;2026-04-05T21:50:34.728Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.3;;0.01;30.19;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:50:39.732Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.01;30.2;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:50:44.736Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.65;;0.01;30.24;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:50:49.740Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.15;;0.01;30.25;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:50:54.756Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.25;;0.0;30.23;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:50:59.763Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.8;;0.0;30.19;0;0.0;36.41;0.0;233;1;0.0;0
linux_idle;2026-04-05T21:51:04.775Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;2.1;;0.0;30.96;0;0.05;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:09.795Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.25;;0.0;30.28;0;0.15;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:14.803Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.3;;0.0;30.31;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:19.811Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.0;30.31;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:24.899Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.1;;0.0;30.31;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:29.920Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.0;30.32;0;0.0;36.41;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:34.925Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.5;;0.0;30.33;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:40.051Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.0;30.33;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:45.061Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.0;30.33;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:50.063Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.7;;0.0;30.34;0;0.05;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:51:55.072Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.1;;0.0;30.29;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:00.078Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.15;;0.0;30.31;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:05.085Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;1.05;;0.0;30.34;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:10.093Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.2;;0.0;30.34;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:15.101Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.0;30.34;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:20.110Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.1;;0.0;30.34;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:25.170Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.5;;0.0;30.39;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:30.364Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.2;;0.0;30.4;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:35.371Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.19;;0.0;30.41;0;0.0;36.38;0.0;234;1;0.0;0
linux_idle;2026-04-05T21:52:40.379Z;2026-04-05T21:49:49.284Z;Debian_12_x64;host_01;linux_host_01;0.05;;0.0;30.42;0;0.0;36.38;0.0;234;1;0.0;0
